Date,Open,High,Low,Close,Adj Close,Volume
2021-11-17,768000,772000,757000,762000,760829.5,164395
2021-11-18,757000,763000,753000,763000,761828,148534
2021-11-19,761000,761000,751000,757000,755837.1875,187552
2021-11-22,752000,752000,737000,746000,744854.0625,215487
2021-11-23,745000,745000,726000,737000,735867.9375,207435
2021-11-24,732000,738000,721000,730000,728878.6875,196196
2021-11-25,728000,730000,714000,715000,713901.6875,203331
2021-11-26,709000,725000,706000,713000,711904.75,192567
2021-11-29,702000,711000,692000,709000,707910.9375,200712
2021-11-30,712000,717000,678000,688000,686943.1875,393152
2021-12-01,694000,698000,680000,693000,691935.5,226286
2021-12-02,688000,696000,680000,685000,683947.8125,291867
2021-12-03,682000,699000,681000,692000,690937.0625,260528
2021-12-06,692000,703000,683000,698000,696927.8125,162519
2021-12-07,701000,702000,684000,691000,689938.5625,172060
2021-12-08,700000,719000,695000,710000,708909.375,264783
2021-12-09,714000,717000,705000,708000,706912.4375,313022
2021-12-10,705000,711000,697000,709000,707910.9375,183639
2021-12-13,709000,720000,702000,703000,701920.125,159194
2021-12-14,697000,698000,680000,680000,678955.5,293090
2021-12-15,674000,678000,661000,674000,672964.6875,327141
2021-12-16,680000,691000,678000,683000,681950.875,223939
2021-12-17,671000,686000,671000,680000,678955.5,242779
2021-12-20,675000,676000,653000,654000,652995.4375,352862
2021-12-21,653000,654000,628000,645000,644009.25,444824
2021-12-22,646000,649000,629000,632000,631029.1875,368128
2021-12-23,641000,646000,638000,643000,642012.3125,259442
2021-12-24,648000,662000,646000,651000,650000,215205
2021-12-27,651000,651000,642000,644000,643010.75,129558
2021-12-28,647000,651000,640000,651000,650000,229379
2021-12-29,660000,667000,655000,663000,663000,238556
2021-12-30,657000,660000,651000,655000,655000,147850
2022-01-04,653000,656000,645000,649000,649000,209259
2022-01-05,644000,650000,635000,648000,648000,336895
2022-01-06,642000,658000,638000,642000,642000,235833
2022-01-07,648000,649000,635000,636000,636000,458320
2022-01-10,637000,637000,623000,624000,624000,261638
2022-01-11,640000,640000,622000,627000,627000,272004
2022-01-12,632000,663000,632000,659000,659000,437843
2022-01-13,674000,674000,660000,666000,666000,313767
2022-01-14,654000,665000,643000,647000,647000,245855
2022-01-17,646000,658000,638000,641000,641000,257927
2022-01-18,642000,682000,640000,675000,675000,487240
2022-01-19,676000,680000,659000,661000,661000,320317
2022-01-20,657000,692000,652000,688000,688000,375814
2022-01-21,687000,691000,669000,684000,684000,261918
2022-01-24,676000,685000,667000,682000,682000,281941
2022-01-25,674000,676000,640000,642000,642000,463077
2022-01-26,642000,642000,642000,642000,642000,0
2022-01-27,637000,646000,590000,594000,594000,600549
2022-01-28,594000,594000,594000,594000,594000,0
2022-02-03,589000,600000,580000,584000,584000,536499
2022-02-04,580000,590000,574000,587000,587000,439674
2022-02-07,589000,590000,567000,568000,568000,375857
2022-02-08,568000,568000,568000,568000,568000,0
2022-02-09,568000,568000,568000,568000,568000,0
2022-02-10,573000,580000,563000,569000,569000,294896
2022-02-11,557000,558000,545000,547000,547000,365615
2022-02-14,532000,540000,521000,526000,526000,441284
2022-02-15,525000,542000,524000,530000,530000,231203
2022-02-16,545000,548000,537000,540000,540000,220846
2022-02-17,543000,566000,542000,557000,557000,391192
2022-02-18,547000,560000,547000,555000,555000,178702
2022-02-21,555000,555000,555000,555000,555000,0
2022-02-22,555000,555000,555000,555000,555000,0
2022-02-23,555000,555000,555000,555000,555000,0
2022-02-24,536000,538000,515000,516000,516000,382354
2022-02-25,527000,542000,524000,539000,539000,249930
2022-02-28,539000,539000,539000,539000,539000,0
2022-03-02,559000,559000,542000,547000,547000,277236
2022-03-03,552000,555000,550000,551000,551000,149397
2022-03-04,551000,551000,551000,551000,551000,0
2022-03-07,514000,520000,505000,511000,511000,339783
2022-03-08,494000,504000,493500,497000,497000,403055
2022-03-10,497000,497000,497000,497000,497000,0
2022-03-11,497000,497000,497000,497000,497000,0
2022-03-14,473000,491000,462500,491000,491000,652287
2022-03-15,491000,491000,491000,491000,491000,0
2022-03-16,491000,491000,491000,491000,491000,0
2022-03-17,491000,491000,491000,491000,491000,0
2022-03-18,516000,516000,502000,504000,504000,340756
2022-03-21,504000,504000,504000,504000,504000,0
2022-03-22,503000,511000,500000,509000,509000,176727
2022-03-23,515000,528000,513000,520000,520000,389211
2022-03-24,521000,531000,515000,531000,531000,323285
2022-03-25,542000,547000,536000,541000,541000,426757
2022-03-28,540000,540000,527000,533000,533000,206013
2022-03-29,540000,545000,533000,542000,542000,215431
2022-03-30,552000,569000,551000,561000,561000,553893
2022-03-31,564000,596000,562000,596000,596000,655161
2022-04-01,590000,597000,585000,587000,587000,346173
2022-04-04,576000,587000,562000,585000,585000,314618
2022-04-05,595000,609000,591000,600000,600000,357713
2022-04-06,590000,605000,590000,598000,598000,236192
2022-04-07,591000,592000,578000,583000,583000,251110
2022-04-08,587000,605000,586000,601000,601000,257178
2022-04-11,595000,596000,581000,585000,585000,233199
2022-04-12,573000,582000,569000,577000,577000,298986
2022-04-13,576000,601000,575000,599000,599000,362650
2022-04-14,602000,620000,597000,620000,620000,530368
2022-04-15,607000,620000,606000,613000,613000,229976
2022-04-18,607000,616000,600000,601000,601000,165229
2022-04-19,606000,614000,605000,610000,610000,117792
2022-04-20,610000,612000,600000,607000,607000,171244
2022-04-21,611000,623000,609000,610000,610000,175316
2022-04-22,603000,605000,590000,596000,596000,198306
2022-04-25,583000,588000,573000,578000,578000,247639
2022-04-26,581000,590000,580000,581000,581000,144403
2022-04-27,560000,591000,560000,590000,590000,264329
2022-04-28,608000,608000,583000,598000,598000,301269
2022-04-29,604000,628000,600000,611000,611000,402673
2022-05-02,604000,613000,601000,611000,611000,194770
2022-05-03,614000,630000,608000,624000,624000,272983
2022-05-04,630000,635000,611000,612000,612000,201083
2022-05-06,605000,619000,604000,617000,617000,305865
2022-05-10,576000,597000,568000,593000,593000,388795
2022-05-11,587000,591000,575000,584000,584000,277659
2022-05-12,571000,584000,564000,564000,564000,316270
2022-05-13,569000,593000,569000,589000,589000,247619
2022-05-16,598000,603000,581000,587000,587000,140125
2022-05-17,589000,594000,587000,591000,591000,132614
2022-05-18,599000,607000,592000,603000,603000,202035
2022-05-19,586000,596000,586000,591000,591000,193112
2022-05-20,595000,610000,594000,605000,605000,280576
2022-05-23,615000,623000,606000,611000,611000,213765
2022-05-24,614000,614000,583000,585000,585000,315943
2022-05-25,590000,592000,579000,588000,588000,232037
2022-05-26,591000,593000,579000,582000,582000,203198
2022-05-27,590000,596000,585000,590000,590000,196176
2022-05-30,597000,598000,569000,581000,581000,392919
2022-05-31,576000,580000,564000,575000,575000,586302
2022-06-02,569000,572000,563000,569000,569000,246437
2022-06-03,573000,575000,566000,569000,569000,193614
2022-06-07,562000,564000,536000,536000,536000,492451
2022-06-08,546000,551000,542000,547000,547000,260244
2022-06-09,547000,556000,539000,556000,556000,419645
2022-06-10,549000,563000,548000,560000,560000,194053
2022-06-13,546000,560000,546000,549000,549000,208536
2022-06-14,538000,539000,518000,531000,531000,440669
2022-06-15,534000,537000,521000,528000,528000,218355
2022-06-16,537000,563000,537000,549000,549000,324363
2022-06-17,541000,565000,535000,556000,556000,397490
2022-06-20,560000,573000,548000,559000,559000,253537
2022-06-21,569000,577000,564000,572000,572000,258060
2022-06-22,574000,575000,537000,537000,537000,322294
2022-06-23,537000,550000,532000,533000,533000,276032
2022-06-24,534000,552000,527000,550000,550000,267270
2022-06-27,563000,577000,561000,569000,569000,257213
2022-06-28,568000,581000,565000,581000,581000,235259
2022-06-29,571000,579000,569000,570000,570000,172702
2022-06-30,564000,569000,532000,532000,532000,460818
2022-07-01,532000,535000,509000,512000,512000,339486
2022-07-04,510000,516000,501000,506000,506000,209007
2022-07-05,512000,536000,509000,536000,536000,206871
2022-07-06,530000,533000,517000,522000,522000,212320
2022-07-07,531000,546000,529000,541000,541000,210515
2022-07-08,554000,559000,531000,537000,537000,236160
2022-07-11,539000,548000,523000,527000,527000,175385
2022-07-12,523000,529000,512000,528000,528000,176818
2022-07-13,527000,538000,520000,528000,528000,217216
2022-07-14,537000,550000,534000,541000,541000,329995
2022-07-15,547000,556000,542000,548000,548000,229081
2022-07-18,550000,557000,538000,546000,546000,155669
2022-07-19,549000,554000,543000,545000,545000,134849
2022-07-20,557000,565000,550000,559000,559000,257037
2022-07-21,564000,574000,558000,567000,567000,220943
2022-07-22,568000,574000,562000,568000,568000,143092
2022-07-25,566000,572000,557000,558000,558000,173284
2022-07-26,557000,563000,549000,563000,563000,130874
2022-07-27,564000,568000,550000,556000,556000,163531
2022-07-28,561000,579000,558000,578000,578000,258164
2022-07-29,586000,594000,554000,569000,569000,603105
2022-08-01,569000,583000,562000,583000,583000,339889
2022-08-02,589000,589000,571000,572000,572000,223615
2022-08-03,572000,588000,572000,586000,586000,240480
2022-08-04,595000,596000,580000,589000,589000,206105
2022-08-05,592000,600000,590000,598000,598000,273716
2022-08-08,596000,603000,592000,597000,597000,160298
2022-08-09,606000,618000,601000,615000,615000,330880
2022-08-10,618000,625000,611000,612000,612000,257198
2022-08-11,619000,620000,611000,619000,619000,208904
2022-08-12,618000,625000,616000,623000,623000,171992
2022-08-16,635000,635000,626000,632000,632000,165034
2022-08-17,628000,632000,622000,629000,629000,151591
2022-08-18,618000,625000,611000,624000,624000,178637
2022-08-19,626000,629000,612000,618000,618000,125008
2022-08-22,611000,611000,600000,600000,600000,142151
2022-08-23,596000,604000,581000,587000,587000,262590
2022-08-24,592000,599000,587000,591000,591000,150398
2022-08-25,593000,593000,573000,587000,587000,191546
2022-08-26,588000,592000,584000,586000,586000,128465
2022-08-29,568000,579000,567000,576000,576000,145630
2022-08-30,575000,580000,568000,578000,578000,164011
2022-08-31,570000,598000,570000,598000,598000,259414
2022-09-01,589000,590000,575000,575000,575000,229244
2022-09-02,581000,587000,575000,576000,576000,144359
2022-09-05,577000,580000,563000,566000,566000,147978
2022-09-06,567000,573000,556000,560000,560000,148884
2022-09-07,560000,564000,551000,554000,554000,196428
2022-09-08,563000,575000,562000,571000,571000,267652
2022-09-13,586000,604000,581000,602000,602000,330971
2022-09-14,585000,620000,584000,614000,614000,347760
2022-09-15,620000,627000,612000,615000,615000,256350
2022-09-16,609000,621000,598000,602000,602000,261922
2022-09-19,605000,618000,602000,608000,608000,170247
2022-09-20,616000,634000,608000,634000,634000,409410
2022-09-21,626000,630000,611000,619000,619000,205622
2022-09-22,612000,629000,608000,629000,629000,204887
2022-09-23,630000,632000,602000,610000,610000,224897
2022-09-26,601000,609000,594000,597000,597000,290293
2022-09-27,597000,599000,575000,587000,587000,238755
2022-09-28,583000,585000,558000,564000,564000,282787
2022-09-29,575000,584000,561000,566000,566000,206761
2022-09-30,564000,575000,544000,546000,546000,304306
2022-10-04,550000,559000,537000,556000,556000,316160
2022-10-05,580000,580000,559000,569000,569000,267090
2022-10-06,571000,592000,568000,585000,585000,175518
2022-10-07,576000,591000,573000,591000,591000,169198
2022-10-11,579000,600000,578000,600000,600000,286485
2022-10-12,599000,610000,587000,610000,610000,302101
2022-10-13,608000,608000,595000,596000,596000,274635
2022-10-14,607000,607000,598000,603000,603000,175231
2022-10-17,596000,613000,588000,605000,605000,209025
2022-10-18,614000,615000,597000,605000,605000,186952
2022-10-19,611000,613000,601000,606000,606000,236214
2022-10-20,601000,602000,576000,589000,589000,301434
2022-10-21,604000,635000,604000,627000,627000,728698
2022-10-24,636000,650000,627000,650000,650000,460450
2022-10-25,653000,668000,651000,658000,658000,148747
